drink_id,name,description,category,price_tier,sweetness_level,caffeine_content,sugar_content,calorie_content,image_url,is_alcoholic,alcohol_content,safety_flags,created_at,updated_at
89,Diesel,Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.,Beer,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/sxrrqq1454512852.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:25.659166,2025-12-04 20:49:25.659175
90,Daiquiri,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/mrz9091589574515.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:25.697307,2025-12-04 20:49:25.697315
91,Danbooka,pour it in and mix it.,Coffee / Tea,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/vurrxr1441246074.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:25.731124,2025-12-04 20:49:25.73113
92,Downshift,"Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional.",Punch / Party Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/y36z8c1503563911.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:25.773104,2025-12-04 20:49:25.773113
93,Dragonfly,"In a highball glass almost filled with ice cubes, combine the gin and ginger ale. Stir well. Garnish with the lime wedge.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/uc63bh1582483589.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:25.804133,2025-12-04 20:49:25.804137
94,Dry Martini,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/6ck9yi1589574317.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:25.844392,2025-12-04 20:49:25.8444
95,Dry Rob Roy,"In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/typuyq1439456976.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:25.882503,2025-12-04 20:49:25.882507
96,Dirty Nipple,This is a layered shot - the Bailey's must be on top,Shot,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/vtyqrt1461866508.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:25.925431,2025-12-04 20:49:25.925438
97,Dirty Martini,"Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.
Rub the rim of a martini glass with the wedge of lemon.
Strain the contents of the cocktail shaker into the glass and add the olive.
A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive.",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/vcyvpq1485083300.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:25.957262,2025-12-04 20:49:25.957271
98,Darkwood Sling,"There are many good cherry liqueurs you can use, but I prefere Heering. Add one share of the liqueur. Then you add one share of Soda. For a sour sling use Tonic (most people prefer the drink without Tonic). Afterwards you fill the glass with Orange Juice and ice cubes.",Soft Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/sxxsyq1472719303.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:26.000533,2025-12-04 20:49:26.00054
99,Dark and Stormy,In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/t1tn0s1504374905.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:26.07779,2025-12-04 20:49:26.077795
100,Dark Caipirinha,"Muddle the sugar into the lime wedges in an old-fashioned glass.
Fill the glass with ice cubes.
Pour the cachaca into the glass.
Stir well.",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/uwstrx1472406058.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:26.115236,2025-12-04 20:49:26.115245
101,Duchamp's Punch,"Shake all ingredients.
Double strain in a chilled double old fashioned glass with abig ice cube.
Garnish with a couple of lavender sprigs",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/g51naw1485084685.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:26.149845,2025-12-04 20:49:26.149849
102,Damned if you do,Pour into shot glass. Put in mouth. Repeat as deemed necessary.,Shot,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/ql7bmx1503565106.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:26.19222,2025-12-04 20:49:26.192228
103,Dubonnet Cocktail,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/pfz3hz1582483111.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:26.230062,2025-12-04 20:49:26.230069
104,Drinking Chocolate,"Heat the cream and milk with the cinnamon and vanilla bean very slowly for 15-20 minutes. (If you don't have any beans add 1-2 tsp of vanilla after heating). Remove the bean and cinnamon. Add the chocolate. Mix until fully melted. Serve topped with some very dense fresh whipped cream. Serves 1-2 depending upon how much of a glutton you are. For a richer chocolate, use 4 oz of milk, 4 oz of cream, 4 oz of chocolate. Serve in coffee mug.",Cocoa,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/u6jrdf1487603173.jpg,f,0,[],2025-12-04 20:49:26.261942,2025-12-04 20:49:26.261946
105,Death in the Afternoon,"Easy as you like, pour the absinthe into a chilled glass, top with champagne. Must be drunk mid afternoon for the optimum effect.",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/y7s3rh1598719574.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:26.308228,2025-12-04 20:49:26.308236
106,Egg Cream,"Mix syrup and milk in a fountain glass. Add soda water, serve with a straw.",Other / Unknown,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/mvis731484430445.jpg,f,0,[],2025-12-04 20:49:31.970041,2025-12-04 20:49:31.970045
107,Egg Nog #4,"In a small mixer bowl beat egg yolks till blended. Gradually add 1/4 cup sugar, beating at high speed till thick and lemon colored. Stir in milk, stir in rum, bourbon, vanilla, and salt. Chill thoroughly. Whip cream. Wash beaters well. In a large mixer bowl beat egg whites till soft peaks form. Gradually add remaining 1/4 cup sugar, beating to stiff peaks. Fold yolk mixture and whipped cream into egg whites. Serve immediately. Sprinkle nutmeg over each serving. Serve in a punch bowl or another big bowl. NOTE: For a nonalcoholic eggnog, prepare Eggnog as above, except omit the bourbon and rum and increase the milk to 3 cups.",Punch / Party Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/wpspsy1468875747.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:31.980879,2025-12-04 20:49:31.980882
108,English Highball,"Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/dhvr7d1504519752.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:31.990407,2025-12-04 20:49:31.990411
109,Espresso Martini,"Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/n0sx531504372951.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:31.997621,2025-12-04 20:49:31.997625
110,Espresso Rumtini,Mix together in a cocktail glass. Garnish with some choclate powder and coffee beans,Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/acvf171561574403.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:32.003837,2025-12-04 20:49:32.00384
111,Egg Nog - Healthy,"Whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. Mix well. Chill over night. Sprinkle with nutmeg. Makes 6 servings.",Punch / Party Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/qxuppv1468875308.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:32.010203,2025-12-04 20:49:32.010207
112,English Rose Cocktail,Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/yxwrpp1441208697.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:32.017105,2025-12-04 20:49:32.017109
113,Elderflower Caipirinha,Take the glass and muddle the lime in it. Fill the glass with crushed ice and add the Cachaca. Stir well and top with some more crushed ice. Garnish with lime and enjoy!,Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/dif7a31614006331.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:32.024879,2025-12-04 20:49:32.024883
114,Egg-Nog - Classic Cooked,"In large saucepan, beat together eggs, sugar and salt, if desired. Stir in 2 cups of the milk. Cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees F. Remove from heat. Stir in remaining 2 cups milk and vanilla. Cover and regfigerate until thoroughly chilled, several hours or overnight. Just before serving, pour into bowl or pitcher. Garnish or add stir-ins, if desired. Choose 1 or several of: Chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. Serve immediately.",Punch / Party Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/quxsvt1468875505.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:32.032403,2025-12-04 20:49:32.032407
130,Flying Dutchman,"In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/mwko4q1582482903.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.895375,2025-12-04 20:49:37.895378
173,Havana Cocktail,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/59splc1504882899.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:50.015506,2025-12-04 20:49:50.015509
115,Empellón Cocina's Fat-Washed Mezcal,"To ensure that your pork fat is just as delicious as theirs, here’s their adobo marinade and what to do with it (you’ll also need a rack of ribs):

4 ancho chiles, 8 guajillo chiles and 4 chipotle chiles, plus 4 cloves roasted garlic, half a cup of cider vinegar, a quarter teaspoon of Mexican oregano, 1 teaspoon of ground black pepper, a whole clove, a quarter teaspoon of ground cinnamon and a half teaspoon of ground cumin.

Toast the dried chiles and soak in water for at least an hour until they are rehydrated. Drain and discard the soaking liquid. Combine the soaked chiles with the remaining ingredients and purée until smooth.

Cold smoke a rack of baby back pork ribs by taking a large hotel pan with woodchips on one side and charcoal on the other. Place another, smaller, pan with pork ribs, above the charcoal/woodchip pan. Ignite the charcoal, being careful to not ignite the woodchips. Cover both pans with foil and allow to smoke for 10-15 minutes, until desired level of smoke is achieved, then coat with adobo marinade and wrap in tin foil prior to placing ribs in a 300 degree oven for 7 hours. When the ribs have cooled, strain off the fat and use for the infusion.

If you’re having a hard time coming up to the same kind of volume of fat, make up the balance with pork lard from a butcher. To get the same depth of flavor without the ribs, heat up the fat in a pot with a few spoons of the marinade.

Once you’ve got your tub of seasoned pork fat in cooled liquid form, pour equal amounts of Ilegal Joven mezcal and fat into a sealable container. Seal the container and give it a really good shake, then put it in the freezer overnight. When the whole thing is separated and congealed, pour it through a fine mesh chinoise. If you don’t have a chinoise, try a fine mesh strainer, or if you don’t have one of those, try spooning off most of the fat. There will be some beads of orange fat left in the strained mezcal: run that through a few layers of cheesecloth (or coffee filters in a pinch) to get rid of the last of it.

The mezcal is now ready for drinking, straight-up or in a cocktail. 

Habanero tincture

Slice habaneros and add 2 ounces Ilegal Joven mezcal.
Allow to sit overnight or until desired level of heat is achieved.
Cocktail

Combine mezcal and chocolate liqueur in a mixing glass with ice and stir for 45 seconds.
Strain into chilled coupe.
Carefully ""sink"" the coffee liqueur down the inside of the coupe over a spoon.
Garnish with 5 drops habanero tincture.",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/osgvxt1513595509.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:32.039867,2025-12-04 20:49:32.03987
116,Frosé,"Step 1
Pour rosé into a 13x9"" pan and freeze until almost solid (it won't completely solidify due to the alcohol), at least 6 hours.

Step 2
Meanwhile, bring sugar and ½ cup water to a boil in a medium saucepan; cook, stirring constantly, until sugar dissolves, about 3 minutes. Add strawberries, remove from heat, and let sit 30 minutes to infuse syrup with strawberry flavor. Strain through a fine-mesh sieve into a small bowl (do not press on solids); cover and chill until cold, about 30 minutes.

Step 3
Scrape rosé into a blender. Add lemon juice, 3½ ounces strawberry syrup, and 1 cup crushed ice and purée until smooth. Transfer blender jar to freezer and freeze until frosé is thickened (aim for milkshake consistency), 25–35 minutes.

Step 4
Blend again until frosé is slushy. Divide among glasses.

Step 5
Do Ahead: Rosé can be frozen 1 week ahead.",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/b4cadp1619695347.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.779567,2025-12-04 20:49:37.779575
117,Frappé,"Mix together. Blend at highest blender speed for about 1 minute. Pour into a glass and drink with a straw. Notes: This works best if everything is cold (if you make fresh coffee, mix it with the milk and let it sit in the fridge for 1/2 hour. If it is not frothy, add more milk, or even just some more milk powder. The froth gradually turns to liquid at the bottom of the glass, so you will find that you can sit and drink this for about 1/2 hour, with more iced coffee continually appearing at the bottom. Very refreshing.",Coffee / Tea,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/vqwryq1441245927.jpg,f,0,[],2025-12-04 20:49:37.802463,2025-12-04 20:49:37.802466
118,Foxy Lady,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/r9cz3q1504519844.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.812046,2025-12-04 20:49:37.81205
119,French 75,"Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/hrxfbl1606773109.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.819829,2025-12-04 20:49:37.819833
120,Figgy Thyme,"In a lewis bag, crush up some ice like a baller/maniac (@glacioice). Pour your precious ice into a collins glass. In a cocktail shaker, muddle the figs and thyme together. Add honey vodka, lemon juice, and a large ice cube (@glacioice). Shake until well chilled, and strain into glass. Add tonic water and finally 2 dashes of angostura bitters. Garnish with sliced figs and thyme.",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/pbw4e51606766578.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.827126,2025-12-04 20:49:37.82713
121,Frisco Sour,Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/acuvjz1582482022.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.833533,2025-12-04 20:49:37.833536
122,Fruit Shake,Blend til smooth.,Other / Unknown,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/q0fg2m1484430704.jpg,f,0,[],2025-12-04 20:49:37.841216,2025-12-04 20:49:37.84122
123,Fruit Cooler,"Toss strawberries with sugar, and let sit overnight in refrigerator. Cut lemon, reserve two slices. Juice the rest. Mix together the lemon juice, strawberries, apple juice, and soda water. Add slices of lemon (decor, really). In glasses, put ice cubes, and a slice of apple. Pour drink in, and serve.",Other / Unknown,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/i3tfn31484430499.jpg,f,0,[],2025-12-04 20:49:37.849646,2025-12-04 20:49:37.849649
124,Freddy Kruger,make it an ample size shot!!,Shot,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.856547,2025-12-04 20:49:37.85655
125,Funk and Soul,Mix all ingredients together and strain into a Collins glass. Use Jamaican rum where possible for a more authentic taste.,Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/qtv83q1596015790.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.86329,2025-12-04 20:49:37.863294
126,Fuzzy Asshole,fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.,Coffee / Tea,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/wrvpuu1472667898.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.870465,2025-12-04 20:49:37.870468
127,French Martini,Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.,Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/clth721504373134.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.877072,2025-12-04 20:49:37.877075
128,French Negroni,"Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist.",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/x8lhp41513703167.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.882867,2025-12-04 20:49:37.88287
129,Fahrenheit 5000,Cover bottom of shot glass with Tabasco Sauce and then fill with half Firewater and half Absolut Peppar.,Shot,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/tysssx1473344692.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.889324,2025-12-04 20:49:37.889328
131,Frozen Daiquiri,"Combine all ingredients (except for the cherry) in an electric blender and blend at a low speed for five seconds, then blend at a high speed until firm. Pour contents into a champagne flute, top with the cherry, and serve.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/7oyrj91504884412.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.902238,2025-12-04 20:49:37.902242
132,Fruit Flip-Flop,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Other / Unknown,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/nfdx6p1484430633.jpg,f,0,[],2025-12-04 20:49:37.909011,2025-12-04 20:49:37.909019
133,Flying Scotchman,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/q53l911582482518.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.914897,2025-12-04 20:49:37.9149
134,French Connection,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.921723,2025-12-04 20:49:37.921727
135,Flaming Dr. Pepper,"Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer",Shot,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.928433,2025-12-04 20:49:37.928437
136,Flaming Lamborghini,"Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Baileys and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one) , as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/yywpss1461866587.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.934816,2025-12-04 20:49:37.93482
137,Flander's Flake-Out,Bang 'em both in.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/sqvqrx1461866705.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.940988,2025-12-04 20:49:37.940992
138,Frozen Mint Daiquiri,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into an old-fashioned glass and serve.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/jrhn1q1504884469.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.947461,2025-12-04 20:49:37.947466
139,Frozen Pineapple Daiquiri,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into a cocktail glass and serve.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/k3aecd1582481679.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:37.954273,2025-12-04 20:49:37.954277
140,GG,Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/vyxwut1468875960.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.200169,2025-12-04 20:49:44.200173
141,Gimlet,"Add all the ingredients to a shaker and fill with ice.

Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.

Garnish with a lime wheel.",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/3xgldt1513707271.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.219422,2025-12-04 20:49:44.21943
142,Godchild,"Shake all ingredients well with cracked ice, strain into a champagne flute, and serve.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/m5nhtr1504820829.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.227848,2025-12-04 20:49:44.227851
143,Gin Fizz,"Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/drtihp1606768397.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.23561,2025-12-04 20:49:44.235613
144,Gin Sour,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/noxp7e1606769224.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.243159,2025-12-04 20:49:44.243162
145,Gagliardo,"Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/lyloe91487602877.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.250482,2025-12-04 20:49:44.250486
146,Godmother,Pour vodka and amaretto into an old-fashioned glass over ice and serve.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/quksqg1582582597.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.257033,2025-12-04 20:49:44.257036
147,Godfather,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/e5zgao1582582378.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.263113,2025-12-04 20:49:44.263116
148,Gluehwein,"Boil sugar and spices in water, leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol, let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup.",Punch / Party Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/vuxwvt1468875418.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.269509,2025-12-04 20:49:44.269513
149,Gin Tonic,"Fill a highball glass with ice, pour the gin, top with tonic water and squeeze a lemon wedge and garnish with a lemon wedge.",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/qcgz0t1643821443.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.275754,2025-12-04 20:49:44.275757
150,Gin Toddy,"Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/jxstwf1582582101.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.281954,2025-12-04 20:49:44.281958
151,Gin Smash,"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/iprva61606768774.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.287872,2025-12-04 20:49:44.287876
152,Gin Daisy,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/z6e22f1582581155.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.294062,2025-12-04 20:49:44.294066
360,Sea breeze,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:50:53.607406,2025-12-04 20:50:53.60741
153,Gin Lemon,"For the preparation of the gin lemon you will not need the shaker. Fill the tumbler with ice, pour the gin and lemonade over it. Gently mix and decorate with a slice of lemon. Those who prefer can also add a few mint leaves. Your gin lemon is ready to be served.",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/6gdohq1681212476.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.300677,2025-12-04 20:49:44.300681
154,Gin Sling,Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.,Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/8cl9sm1582581761.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.30763,2025-12-04 20:49:44.307634
155,Greyhound,"Add the vodka to a Collins glass filled with ice.
Top with grapefruit juice and stir.

",Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/g5upn41513706732.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.315388,2025-12-04 20:49:44.315392
156,Gin Rickey,Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,Cocktail,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/s00d6f1504883945.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.322791,2025-12-04 20:49:44.322795
157,Gin Squirt,"Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.",Ordinary Drink,$$,5,0,0,0,https://www.thecocktaildb.com/images/media/drink/xrbhz61504883702.jpg,t,0,"[""contains alcohol""]",2025-12-04 20:49:44.329763,2025-12-04 20:49:44.329767
